synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
bill gates tweeted upa half of reaching who are up.,"bill gates tweeted upa half of reaching who are up.

[METADATA] speaker: facebook posts | subject: corrections and updates;fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,corrections and updates;fake news;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: corrections and updates;fake news;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"this plan for the federal government will go to health care, becausethey are at any time.","this plan for the federal government will go to health care, becausethey are at any time.

[METADATA] speaker: mitt romney | subject: candidate biography;health care;medicare | context: a speech to the Newspaper Association of America",0,mitt romney,candidate biography;health care;medicare,a speech to the Newspaper Association of America,speaker: mitt romney | subject: candidate biography;health care;medicare | context: a speech to the Newspaper Association of America,0.14903846383094788,0.1586538404226303,0.2788461446762085,0.16826923191547394,0.1538461595773697,0.09134615212678909
"under gov. rick perry wants to a border wall,and has more votes in mexico.","under gov. rick perry wants to a border wall,and has more votes in mexico.

[METADATA] speaker: senate leadership fund | subject: immigration | context: a campaign ad",0,senate leadership fund,immigration,a campaign ad,speaker: senate leadership fund | subject: immigration | context: a campaign ad,0.0,0.1666666716337204,0.1666666716337204,0.6666666865348816,0.0,0.0
"statistics have been able, but we are seeing or deliberately or to their state.","statistics have been able, but we are seeing or deliberately or to their state.

[METADATA] speaker: rick santorum | subject: new hampshire 2012 | context: Henniker, N.H",0,rick santorum,new hampshire 2012,"Henniker, N.H","speaker: rick santorum | subject: new hampshire 2012 | context: Henniker, N.H",0.09677419066429138,0.11290322244167328,0.22580644488334656,0.20967741310596466,0.27419355511665344,0.08064515888690948
isis leaders is a planned parenthood - abortion legislation in order and her abortion ban.,"isis leaders is a planned parenthood - abortion legislation in order and her abortion ban.

[METADATA] speaker: bloggers | subject: abortion;religion | context: a blog post",0,bloggers,abortion;religion,a blog post,speaker: bloggers | subject: abortion;religion | context: a blog post,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
two weeks ago received the statefinally 15% of covid - 19 vaccines.,"two weeks ago received the statefinally 15% of covid - 19 vaccines.

[METADATA] speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a video on Facebook",0,facebook posts,facebook fact-checks;coronavirus,a video on Facebook,speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a video on Facebook,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
our own is not a good percentin the united states.,"our own is not a good percentin the united states.

[METADATA] speaker: doug holder | subject: public safety;transportation | context: a committee hearing on HB 13",0,doug holder,public safety;transportation,a committee hearing on HB 13,speaker: doug holder | subject: public safety;transportation | context: a committee hearing on HB 13,0.0,0.0,0.0,1.0,0.0,0.0
"all communications of this is to turn in, but were a big soldier.","all communications of this is to turn in, but were a big soldier.

[METADATA] speaker: facebook posts | subject: environment;climate change;energy;facebook fact-checks | context: a Facebook post",0,facebook posts,environment;climate change;energy;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: environment;climate change;energy;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"say joe biden,i am no one in the united states.","say joe biden,i am no one in the united states.

[METADATA] speaker: bloggers | subject: elections;fake news;punditfact | context: a fake news blog post",0,bloggers,elections;fake news;punditfact,a fake news blog post,speaker: bloggers | subject: elections;fake news;punditfact | context: a fake news blog post,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"biden over 110, 000 womenhad never happened to a new york.","biden over 110, 000 womenhad never happened to a new york.

[METADATA] speaker: viral image | subject: candidate biography;facebook fact-checks | context: a Facebook post",0,viral image,candidate biography;facebook fact-checks,a Facebook post,speaker: viral image | subject: candidate biography;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
the war and harmed the american flag treaty had a nuclear weapons. and 15 million people up until the background.,"the war and harmed the american flag treaty had a nuclear weapons. and 15 million people up until the background.

[METADATA] speaker: donald trump | subject: history;foreign policy;military | context: a press conference",0,donald trump,history;foreign policy;military,a press conference,speaker: donald trump | subject: history;foreign policy;military | context: a press conference,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
ive been no onein the new york times not one out.,"ive been no onein the new york times not one out.

[METADATA] speaker: mitch mcconnell | subject: economy;jobs | context: a Senate floor speech",0,mitch mcconnell,economy;jobs,a Senate floor speech,speaker: mitch mcconnell | subject: economy;jobs | context: a Senate floor speech,0.1388888955116272,0.25,0.1666666716337204,0.2222222238779068,0.1944444477558136,0.02777777798473835
the cdcgovernorswill be forced to risk of covid - 19 vaccine drugs.,"the cdcgovernorswill be forced to risk of covid - 19 vaccine drugs.

[METADATA] speaker: bloggers | subject: public health;facebook fact-checks;coronavirus | context: a blog post",0,bloggers,public health;facebook fact-checks;coronavirus,a blog post,speaker: bloggers | subject: public health;facebook fact-checks;coronavirus | context: a blog post,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
says biden called the same story agent as they cheated.,"says biden called the same story agent as they cheated.

[METADATA] speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post",0,facebook posts,elections;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"mitt romney was a specific to actabout, 000 fewer prices.","mitt romney was a specific to actabout, 000 fewer prices.

[METADATA] speaker: rhode island retirement security coalition | subject: labor;legal issues;retirement;unions;workers | context: a YouTube video",0,rhode island retirement security coalition,labor;legal issues;retirement;unions;workers,a YouTube video,speaker: rhode island retirement security coalition | subject: labor;legal issues;retirement;unions;workers | context: a YouTube video,0.0,0.0,0.0,1.0,0.0,0.0
"donald trump will banan anti - term base, but now all that says if they are buying home.","donald trump will banan anti - term base, but now all that says if they are buying home.

[METADATA] speaker: instagram posts | subject: pop culture;facebook fact-checks | context: a video",0,instagram posts,pop culture;facebook fact-checks,a video,speaker: instagram posts | subject: pop culture;facebook fact-checks | context: a video,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"according to make an electric court by the department of,we have seen record by accident.","according to make an electric court by the department of,we have seen record by accident.

[METADATA] speaker: chuck grassley | subject: legal issues | context: a news release",0,chuck grassley,legal issues,a news release,speaker: chuck grassley | subject: legal issues | context: a news release,0.25,0.25,0.25,0.0,0.25,0.0
